tourney_id,tourney_date,surface,round,match_type,label,rank_diff,rank_pts_diff,age_diff,ht_diff,surface_per_diff,ace_vs_df_diff,first_in_diff,first_won_diff,second_won_diff,bp_saved_pct_diff
2000-M-FU-USA-01A-2000,20000110,Hard,R16,futures,0,-36.0,16.0,1.8000000000000007,,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R16,futures,1,116.0,-59.0,0.5,-13.0,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R16,futures,1,,,-7.0,0.0,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R16,futures,1,-192.0,61.0,-0.10000000000000142,5.0,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R16,futures,1,98.0,-55.0,2.099999999999998,,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R16,futures,0,-520.0,94.0,2.5,3.0,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R16,futures,1,-125.0,70.0,8.0,0.0,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,QF,futures,0,176.0,-110.0,3.3000000000000007,5.0,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,QF,futures,0,,,-1.8999999999999986,8.0,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,QF,futures,0,-28.0,12.0,-5.199999999999999,,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,QF,futures,0,607.0,-149.0,-4.800000000000001,2.0,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,SF,futures,0,183.0,-113.0,3.8000000000000007,-5.0,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,SF,futures,1,-118.0,68.0,7.300000000000001,,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,F,futures,0,24.0,-28.0,9.600000000000001,-2.0,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R32,futures,1,-181.0,84.0,2.1000000000000014,-10.0,,,,,,
2000-M-SA-ESP-01A-2000d,20000110,Clay,R16,futures,1,-738.0,213.0,9.3,,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R32,futures,1,-212.0,56.0,3.1999999999999993,,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R32,futures,1,-418.0,89.0,-2.3000000000000007,,,,,,,
2000-M-SA-ESP-01A-2000d,20000110,Clay,R16,futures,0,237.0,-94.0,-1.8000000000000007,15.0,,,,,,
2000-M-SA-ESP-01A-2000d,20000110,Clay,R16,futures,1,-316.0,189.0,2.1000000000000014,,,,,,,
2000-M-SA-ESP-01A-2000d,20000110,Clay,R16,futures,0,216.0,-69.0,1.8999999999999986,-5.0,,,,,,
2000-M-SA-ESP-01A-2000d,20000110,Clay,R16,futures,0,194.0,-170.0,-1.7999999999999972,-5.0,,,,,,
2000-M-SA-ESP-01A-2000d,20000110,Clay,QF,futures,1,-95.0,29.0,3.1999999999999993,-10.0,,,,,,
2000-M-SA-ESP-01A-2000d,20000110,Clay,QF,futures,0,-35.0,43.0,5.5,-10.0,,,,,,
2000-M-SA-ESP-01A-2000d,20000110,Clay,QF,futures,1,-81.0,95.0,4.899999999999999,17.0,,,,,,
2000-M-SA-ESP-01A-2000d,20000110,Clay,QF,futures,0,136.0,-147.0,-8.599999999999998,3.0,,,,,,
2000-M-SA-ESP-01A-2000d,20000110,Clay,SF,futures,0,-147.0,94.0,-1.3000000000000007,3.0,,,,,,
2000-M-SA-ESP-01A-2000d,20000110,Clay,SF,futures,1,14.0,-22.0,-0.3999999999999986,5.0,,,,,,
2000-M-SA-ESP-01A-2000d,20000110,Clay,F,futures,0,-189.0,152.0,3.5,10.0,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R32,futures,1,,,-13.0,5.0,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R32,futures,0,-365.0,65.0,3.200000000000003,,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R32,futures,0,,,-4.899999999999999,,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R32,futures,1,30.0,-11.0,6.600000000000001,,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R32,futures,0,189.0,-42.0,-4.599999999999998,,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R32,futures,0,61.0,-37.0,-2.0,-13.0,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R32,futures,0,,,0.09999999999999787,-8.0,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R32,futures,1,219.0,-77.0,3.400000000000002,8.0,,,,,,
2000-M-FU-USA-01A-2000,20000110,Hard,R32,futures,0,-100.0,27.0,0.1999999999999993,7.0,,,,,,
2000-M-SA-ESP-01A-2000c,20000110,Clay,R32,futures,1,-164.0,74.0,3.5,-3.0,,,,,,
2000-M-SA-ESP-01A-2000c,20000110,Clay,R32,futures,0,-547.0,220.0,8.3,7.0,,,,,,
2000-M-SA-ESP-01A-2000c,20000110,Clay,R32,futures,1,,,2.1999999999999993,,,,,,,
2000-301,20000110,Hard,R32,main,0,7.0,-54.0,-6.300000000000001,-21.0,,,,,,
2000-301,20000110,Hard,R32,main,1,10.0,-100.0,-3.3000000000000007,-3.0,,,,,,
2000-301,20000110,Hard,R32,main,1,-23.0,208.0,-7.099999999999998,-6.0,0.0,-0.5476190476190479,-0.14353111957902376,0.17807486631016034,0.04846491228070171,-0.09999999999999998
2000-301,20000110,Hard,R32,main,1,-135.0,1247.0,-2.8999999999999986,8.0,,,,,,
2000-301,20000110,Hard,R16,main,0,-200.0,1455.0,-2.8000000000000007,-2.0,,,,,,
2000-301,20000110,Hard,R16,main,1,-3.0,42.0,-1.4000000000000021,8.0,,,,,,
2000-301,20000110,Hard,R16,main,1,-117.0,503.0,0.5,-5.0,,,,,,
2000-301,20000110,Hard,R16,main,0,-17.0,159.0,-8.3,-5.0,,,,,,
2000-301,20000110,Hard,R16,main,0,78.0,-499.0,1.6999999999999993,-0.0,-0.16666666666666663,-0.24675324675324684,0.11294452347083928,-0.11332070707070707,0.07529239766081869,0.02941176470588236
2000-301,20000110,Hard,R16,main,0,-34.0,278.0,3.8000000000000007,15.0,-0.5,-0.08333333333333337,-0.05729166666666663,-0.10897435897435903,-0.04230769230769227,-0.06993006993007
2000-301,20000110,Hard,R16,main,1,-20.0,176.0,5.400000000000002,16.0,,,,,,
2000-301,20000110,Hard,R16,main,1,-43.0,815.0,1.0,-2.0,0.25,-1.1607142857142856,0.0579254079254079,-0.07185155941571253,-0.13997747747747746,0.12941176470588234
2000-M-SA-ESP-01A-2000c,20000110,Clay,R32,futures,1,187.0,-39.0,1.0,,,,,,,
2000-301,20000110,Hard,QF,main,1,-10.0,96.0,-5.199999999999999,-10.0,,,,,,
2000-301,20000110,Hard,QF,main,1,35.0,-290.0,-2.3000000000000007,-18.0,-0.16666666666666663,-0.06818181818181823,0.08771929824561397,-0.033993783993783944,-0.043803418803418814,0.11538461538461542
2000-301,20000110,Hard,QF,main,0,32.0,-737.0,5.5,13.0,,,,,,
2000-301,20000110,Hard,SF,main,0,161.0,-565.0,-3.3000000000000007,15.0,,,,,,
2000-301,20000110,Hard,SF,main,0,58.0,-945.0,-2.6000000000000014,-13.0,-0.25,-0.375,0.09358974358974359,-0.07860092927207019,-0.08021483021483022,0.08597285067873306
2000-301,20000110,Hard,F,main,0,36.0,-776.0,4.199999999999999,-13.0,,,,,,
2000-301,20000110,Hard,R32,main,0,38.0,-317.0,3.0,-7.0,,,,,,
2000-338,20000110,Hard,R32,main,0,-34.0,1343.0,-7.899999999999999,7.0,,,,,,
2000-301,20000110,Hard,R32,main,1,20.0,-162.0,-5.600000000000001,-5.0,,,,,,
2000-301,20000110,Hard,R32,main,0,31.0,-272.0,5.0,-0.0,-0.6666666666666666,0.7818181818181819,-0.021985343104596988,-0.025252525252525304,0.05674603174603171,0.2142857142857143
2000-M-SA-ESP-01A-2000a,20000110,Clay,QF,futures,1,-29.0,81.0,0.10000000000000142,-12.0,,,,,,
2000-M-SA-ESP-01A-2000a,20000110,Clay,SF,futures,1,35.0,-43.0,-5.5,10.0,,,,,,
2000-M-SA-ESP-01A-2000a,20000110,Clay,SF,futures,1,124.0,-198.0,-5.399999999999999,0.0,,,,,,
2000-M-SA-ESP-01A-2000a,20000110,Clay,F,futures,1,-39.0,37.0,0.09999999999999787,10.0,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,R32,futures,0,-407.0,34.0,2.3000000000000007,,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,R32,futures,0,275.0,-9.0,-0.8000000000000007,-8.0,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,R32,futures,0,199.0,-82.0,-5.099999999999998,15.0,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,R32,futures,0,-176.0,26.0,1.1999999999999993,10.0,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,R32,futures,0,,,6.300000000000001,,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,R32,futures,0,-44.0,5.0,-2.0,,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,R32,futures,0,-176.0,32.0,3.5,,,,,,,
2000-301,20000110,Hard,R32,main,1,-52.0,1017.0,-9.400000000000002,8.0,,,,,,
2000-301,20000110,Hard,R32,main,1,162.0,-566.0,0.1999999999999993,7.0,-0.5,-0.19999999999999996,0.1500850340136054,0.031070195627157626,0.06823529411764706,0.13333333333333341
2000-301,20000110,Hard,R32,main,1,-11.0,77.0,-5.199999999999999,2.0,0.16666666666666663,0.15714285714285714,-0.05102040816326525,0.06255835667600373,0.09999999999999998,0.19433198380566802
2000-301,20000110,Hard,R32,main,0,16.0,-152.0,-1.5,2.0,,,,,,
2000-301,20000110,Hard,R32,main,0,-133.0,654.0,-3.6000000000000014,5.0,,,,,,
2000-301,20000110,Hard,R32,main,1,-20.0,159.0,-2.3999999999999986,0.0,,,,,,
2000-301,20000110,Hard,R32,main,1,-186.0,491.0,10.8,0.0,,,,,,
2000-301,20000110,Hard,R32,main,0,291.0,-697.0,-1.0,8.0,,,,,,
2000-301,20000110,Hard,R32,main,1,20.0,-72.0,2.8999999999999986,5.0,-0.30000000000000004,-3.0285714285714285,0.08995014431907644,-0.1030241935483871,0.0638425331621737,-0.1947261663286004
2000-338,20000110,Hard,R32,main,1,-6.0,119.0,-2.8000000000000007,5.0,0.33333333333333337,-1.4444444444444444,0.0019311652153308212,-0.02263119909269007,0.07833537331701346,-0.04166666666666663
2000-301,20000110,Hard,QF,main,1,166.0,-611.0,4.600000000000001,7.0,,,,,,
2000-338,20000110,Hard,R32,main,0,-13.0,399.0,4.800000000000001,8.0,,,,,,
2000-338,20000110,Hard,SF,main,0,-15.0,70.0,-8.899999999999999,8.0,-0.6666666666666666,0.10000000000000009,0.02125158256465909,-0.029813664596273326,-0.14269275028768702,-0.14285714285714285
2000-338,20000110,Hard,F,main,1,-73.0,813.0,-10.899999999999999,-5.0,0.33333333333333337,-0.34444444444444433,-0.11242096739028873,0.03631391851244181,0.09832204886664697,0.13690476190476197
2000-M-SA-ESP-01A-2000b,20000110,Clay,R32,futures,0,90.0,-19.0,-2.1000000000000014,,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,R16,futures,0,703.0,-170.0,-3.8000000000000007,,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,R16,futures,0,425.0,-95.0,-0.10000000000000142,-5.0,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,R16,futures,1,104.0,-53.0,-1.8999999999999986,5.0,,,,,,
2000-338,20000110,Hard,R32,main,1,82.0,-850.0,0.0,2.0,0.0,1.4,0.060928433268858884,0.15350877192982448,0.20945945945945948,0.5142857142857143
2000-M-SA-ESP-01A-2000b,20000110,Clay,R16,futures,1,,,9.099999999999998,,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,R16,futures,1,-513.0,316.0,3.3999999999999986,,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,R16,futures,1,-458.0,212.0,7.600000000000001,,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,R16,futures,0,209.0,-87.0,3.3999999999999986,5.0,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,QF,futures,0,80.0,-67.0,-3.3999999999999986,5.0,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,QF,futures,1,305.0,-63.0,-4.399999999999999,-2.0,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,QF,futures,1,-29.0,81.0,0.10000000000000142,-12.0,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,QF,futures,0,-81.0,95.0,4.899999999999999,17.0,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,SF,futures,0,452.0,-157.0,-3.099999999999998,-5.0,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,SF,futures,1,-124.0,198.0,5.399999999999999,0.0,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,F,futures,0,85.0,-161.0,-5.300000000000001,10.0,,,,,,
2000-M-SA-ESP-01A-2000c,20000110,Clay,R32,futures,0,703.0,-328.0,-8.0,,,,,,,
2000-338,20000110,Hard,SF,main,0,7.0,-174.0,6.899999999999999,-0.0,,,,,,
2000-338,20000110,Hard,QF,main,1,87.0,-1547.0,6.300000000000001,-3.0,,,,,,
2000-M-SA-ESP-01A-2000b,20000110,Clay,R16,futures,0,-487.0,200.0,8.599999999999998,-5.0,,,,,,
2000-338,20000110,Hard,QF,main,0,41.0,-494.0,3.6999999999999993,3.0,,,,,,
2000-338,20000110,Hard,QF,main,0,-62.0,857.0,5.0,-5.0,,,,,,
2000-338,20000110,Hard,R32,main,0,59.0,-267.0,4.800000000000004,5.0,-0.5,0.33333333333333337,-0.09179950067217213,-0.040213178294573604,-0.17862266857962705,0.051136363636363646
2000-338,20000110,Hard,R32,main,1,29.0,-564.0,-0.8000000000000007,0.0,,,,,,
2000-338,20000110,Hard,R32,main,0,,,1.5999999999999979,-0.0,,,,,,
2000-338,20000110,Hard,R32,main,0,-23.0,282.0,-0.1999999999999993,10.0,,,,,,
2000-338,20000110,Hard,R32,main,1,55.0,-710.0,0.9000000000000021,0.0,,,,,,
2000-338,20000110,Hard,R32,main,1,-25.0,979.0,4.199999999999999,5.0,,,,,,
2000-338,20000110,Hard,R32,main,0,170.0,-1034.0,5.600000000000001,-5.0,,,,,,
2000-338,20000110,Hard,R32,main,1,10.0,-30.0,6.300000000000001,12.0,0.6666666666666666,,0.000190912562046619,0.20778985507246378,-0.06942846183352513,-0.04395604395604402
2000-338,20000110,Hard,R32,main,1,11.0,-232.0,-5.699999999999999,-5.0,,,,,,
2000-338,20000110,Hard,R32,main,0,-17.0,388.0,-1.0,5.0,-0.0,-6.0,-0.14502164502164505,-0.28536585365853656,0.0036363636363636598,-0.6
2000-338,20000110,Hard,R16,main,1,-18.0,406.0,-12.399999999999999,-3.0,,,,,,
2000-338,20000110,Hard,R32,main,0,24.0,-979.0,4.900000000000002,5.0,,,,,,
2000-338,20000110,Hard,R16,main,1,-33.0,1178.0,0.3999999999999986,13.0,,,,,,
2000-338,20000110,Hard,R16,main,1,71.0,-795.0,7.699999999999999,2.0,0.6666666666666666,1.0999999999999999,-0.04900753962148019,0.12881698685540954,0.13132911392405067,0.14285714285714285
2000-338,20000110,Hard,R16,main,1,71.0,-1440.0,-8.7,-5.0,,,,,,
2000-338,20000110,Hard,QF,main,1,-81.0,841.0,-6.599999999999998,-5.0,1.0,0.15555555555555567,-0.12602044095905385,-0.013571665011585576,0.14519170333123815,-0.09166666666666667
2000-338,20000110,Hard,R16,main,0,-22.0,165.0,-5.699999999999999,-3.0,-0.5,-0.6666666666666666,-0.228185762493974,-0.14059196617336156,-0.26467931345980134,-0.4696969696969697
2000-338,20000110,Hard,R16,main,0,14.0,-272.0,0.5,-5.0,,,,,,
2000-338,20000110,Hard,R16,main,1,61.0,-396.0,-3.3000000000000007,-5.0,-0.5,-0.20000000000000018,-0.009001636661211121,0.0368421052631579,0.19945945945945948,0.36250000000000004
2000-338,20000110,Hard,R16,main,0,38.0,-656.0,-3.8000000000000007,-15.0,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,1,,,-2.1999999999999993,,,,,,,
2000-M-SA-EGY-01A-2000a,20000117,Clay,F,futures,0,-302.0,45.0,-2.3000000000000007,,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,1,-90.0,4.0,5.400000000000002,,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,1,-53.0,8.0,0.40000000000000213,,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,1,-192.0,43.0,-1.2999999999999972,,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,0,195.0,-36.0,1.3000000000000007,-2.0,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,0,61.0,-15.0,2.5,,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,1,-510.0,40.0,-1.8999999999999986,,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,0,-607.0,101.0,1.5,,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,0,33.0,-10.0,-6.300000000000001,,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,0,340.0,-32.0,-2.5,,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,1,,,1.6999999999999993,,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,0,524.0,-35.0,1.8000000000000007,,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,1,-223.0,4.0,-3.8999999999999986,,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,0,,,0.6999999999999993,,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,0,336.0,-96.0,-1.9000000000000021,,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R16,futures,0,201.0,-23.0,2.0,,,,,,,
2000-M-SA-EGY-01A-2000b,20000117,Clay,R32,futures,0,808.0,-78.0,-2.900000000000002,,,,,,,
2000-580,20000117,Hard,Q3,challenger,0,26.0,-49.0,-1.2000000000000028,10.0,,,,,,
2000-M-SA-EGY-01A-2000d,20000117,Clay,R32,futures,1,-408.0,59.0,10.0,,,,,,,
